study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_name	library_layout	library_strategy	library_source	experiment_title	study_title	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy	sample_alias	sample_title
PRJEB30958	SAMEA5242764	ERS3050166	ERX3151386	ERR3090559	9606	Homo sapiens	Illumina HiSeq 2500	S02_T6	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090559/ERR3090559.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090559/ERR3090559.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090559/mirs_046_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090559/mirs_046_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090559	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090559			mirs_046	classifiedReads
PRJEB30958	SAMEA5242765	ERS3050167	ERX3151387	ERR3090560	9606	Homo sapiens	Illumina HiSeq 2500	S03_T0	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090560/ERR3090560.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090560/ERR3090560.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090560/mirs_047_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090560/mirs_047_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090560	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090560			mirs_047	classifiedReads
PRJEB30958	SAMEA5242766	ERS3050168	ERX3151388	ERR3090561	9606	Homo sapiens	Illumina HiSeq 2500	S03_T1	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090561/ERR3090561.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090561/ERR3090561.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090561/mirs_048_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090561/mirs_048_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090561	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090561			mirs_048	classifiedReads
PRJEB30958	SAMEA5242767	ERS3050169	ERX3151389	ERR3090562	9606	Homo sapiens	Illumina HiSeq 2500	S03_T2	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090562/ERR3090562.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090562/ERR3090562.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090562/mirs_049_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090562/mirs_049_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090562	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090562			mirs_049	classifiedReads
PRJEB30958	SAMEA5242768	ERS3050170	ERX3151390	ERR3090563	9606	Homo sapiens	Illumina HiSeq 2500	S03_T3	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090563/ERR3090563.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090563/ERR3090563.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090563/mirs_050_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090563/mirs_050_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090563	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090563			mirs_050	classifiedReads
PRJEB30958	SAMEA5242769	ERS3050171	ERX3151391	ERR3090564	9606	Homo sapiens	Illumina HiSeq 2500	S03_T4	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090564/ERR3090564.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090564/ERR3090564.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090564/mirs_051_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090564/mirs_051_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090564	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090564			mirs_051	classifiedReads
PRJEB30958	SAMEA5242770	ERS3050172	ERX3151392	ERR3090565	9606	Homo sapiens	Illumina HiSeq 2500	S04_T0	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090565/ERR3090565.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090565/ERR3090565.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090565/mirs_052_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090565/mirs_052_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090565	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090565			mirs_052	classifiedReads
PRJEB30958	SAMEA5242771	ERS3050173	ERX3151393	ERR3090566	9606	Homo sapiens	Illumina HiSeq 2500	S04_T1	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090566/ERR3090566.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090566/ERR3090566.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090566/mirs_053_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090566/mirs_053_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090566	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090566			mirs_053	classifiedReads
PRJEB30958	SAMEA5242772	ERS3050174	ERX3151394	ERR3090567	9606	Homo sapiens	Illumina HiSeq 2500	S04_T2	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090567/ERR3090567.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090567/ERR3090567.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090567/mirs_054_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090567/mirs_054_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090567	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090567			mirs_054	classifiedReads
PRJEB30958	SAMEA5242773	ERS3050175	ERX3151395	ERR3090568	9606	Homo sapiens	Illumina HiSeq 2500	S04_T3	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090568/ERR3090568.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090568/ERR3090568.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090568/mirs_055_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090568/mirs_055_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090568	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090568			mirs_055	classifiedReads
PRJEB30958	SAMEA5242774	ERS3050176	ERX3151396	ERR3090569	9606	Homo sapiens	Illumina HiSeq 2500	S04_T5	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090569/ERR3090569.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090569/ERR3090569.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090569/mirs_057_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090569/mirs_057_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090569	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090569			mirs_057	classifiedReads
PRJEB30958	SAMEA5242775	ERS3050177	ERX3151397	ERR3090570	9606	Homo sapiens	Illumina HiSeq 2500	S04_T6	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090570/ERR3090570.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090570/ERR3090570.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090570/mirs_058_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090570/mirs_058_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090570	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090570			mirs_058	classifiedReads
PRJEB30958	SAMEA5242776	ERS3050178	ERX3151398	ERR3090571	9606	Homo sapiens	Illumina HiSeq 2500	S05_T0	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090571/ERR3090571.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090571/ERR3090571.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090571/mirs_059_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090571/mirs_059_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090571	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090571			mirs_059	classifiedReads
PRJEB30958	SAMEA5242777	ERS3050179	ERX3151399	ERR3090572	9606	Homo sapiens	Illumina HiSeq 2500	S05_T1	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090572/ERR3090572.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090572/ERR3090572.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090572/mirs_060_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090572/mirs_060_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090572	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090572			mirs_060	classifiedReads
PRJEB30958	SAMEA5242778	ERS3050180	ERX3151400	ERR3090573	9606	Homo sapiens	Illumina HiSeq 2500	S05_T2	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090573/ERR3090573.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090573/ERR3090573.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090573/mirs_061_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090573/mirs_061_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090573	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090573			mirs_061	classifiedReads
PRJEB30958	SAMEA5242779	ERS3050181	ERX3151401	ERR3090574	9606	Homo sapiens	Illumina HiSeq 2500	S05_T3	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090574/ERR3090574.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090574/ERR3090574.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090574/mirs_062_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090574/mirs_062_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090574	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090574			mirs_062	classifiedReads
PRJEB30958	SAMEA5242780	ERS3050182	ERX3151402	ERR3090575	9606	Homo sapiens	Illumina HiSeq 2500	S05_T4	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090575/ERR3090575.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090575/ERR3090575.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090575/mirs_063_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090575/mirs_063_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090575	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090575			mirs_063	classifiedReads
PRJEB30958	SAMEA5242781	ERS3050183	ERX3151403	ERR3090576	9606	Homo sapiens	Illumina HiSeq 2500	S06_T0	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090576/ERR3090576.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090576/ERR3090576.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090576/mirs_064_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090576/mirs_064_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090576	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090576			mirs_064	classifiedReads
PRJEB30958	SAMEA5242782	ERS3050184	ERX3151404	ERR3090577	9606	Homo sapiens	Illumina HiSeq 2500	S06_T1	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090577/ERR3090577.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090577/ERR3090577.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090577/mirs_065_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090577/mirs_065_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090577	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090577			mirs_065	classifiedReads
PRJEB30958	SAMEA5242783	ERS3050185	ERX3151405	ERR3090578	9606	Homo sapiens	Illumina HiSeq 2500	S06_T2	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090578/ERR3090578.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090578/ERR3090578.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090578/mirs_066_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090578/mirs_066_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090578	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090578			mirs_066	classifiedReads
PRJEB30958	SAMEA5242784	ERS3050186	ERX3151406	ERR3090579	9606	Homo sapiens	Illumina HiSeq 2500	S06_T3	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090579/ERR3090579.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090579/ERR3090579.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090579/mirs_067_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090579/mirs_067_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090579	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090579			mirs_067	classifiedReads
PRJEB30958	SAMEA5242785	ERS3050187	ERX3151407	ERR3090580	9606	Homo sapiens	Illumina HiSeq 2500	S06_T4	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090580/ERR3090580.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090580/ERR3090580.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090580/mirs_068_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090580/mirs_068_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090580	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090580			mirs_068	classifiedReads
PRJEB30958	SAMEA5242786	ERS3050188	ERX3151408	ERR3090581	9606	Homo sapiens	Illumina HiSeq 2500	S07_T0	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090581/ERR3090581.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090581/ERR3090581.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090581/mirs_069_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090581/mirs_069_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090581	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090581			mirs_069	classifiedReads
PRJEB30958	SAMEA5242787	ERS3050189	ERX3151409	ERR3090582	9606	Homo sapiens	Illumina HiSeq 2500	S07_T1	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090582/ERR3090582.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090582/ERR3090582.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090582/mirs_070_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090582/mirs_070_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090582	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090582			mirs_070	classifiedReads
PRJEB30958	SAMEA5242788	ERS3050190	ERX3151410	ERR3090583	9606	Homo sapiens	Illumina HiSeq 2500	S07_T2	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090583/ERR3090583.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090583/ERR3090583.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090583/mirs_071_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090583/mirs_071_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090583	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090583			mirs_071	classifiedReads
PRJEB30958	SAMEA5242789	ERS3050191	ERX3151411	ERR3090584	9606	Homo sapiens	Illumina HiSeq 2500	S07_T3	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090584/ERR3090584.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090584/ERR3090584.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090584/mirs_072_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090584/mirs_072_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090584	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090584			mirs_072	classifiedReads
PRJEB30958	SAMEA5242790	ERS3050192	ERX3151412	ERR3090585	9606	Homo sapiens	Illumina HiSeq 2500	S08_T0	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090585/ERR3090585.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090585/ERR3090585.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090585/mirs_073_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090585/mirs_073_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090585	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090585			mirs_073	classifiedReads
PRJEB30958	SAMEA5242791	ERS3050193	ERX3151413	ERR3090586	9606	Homo sapiens	Illumina HiSeq 2500	S08_T1	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090586/ERR3090586.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090586/ERR3090586.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090586/mirs_074_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090586/mirs_074_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090586	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090586			mirs_074	classifiedReads
PRJEB30958	SAMEA5242792	ERS3050194	ERX3151414	ERR3090587	9606	Homo sapiens	Illumina HiSeq 2500	S08_T2	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090587/ERR3090587.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090587/ERR3090587.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090587/mirs_075_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090587/mirs_075_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090587	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090587			mirs_075	classifiedReads
PRJEB30958	SAMEA5242793	ERS3050195	ERX3151415	ERR3090588	9606	Homo sapiens	Illumina HiSeq 2500	S08_T3	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090588/ERR3090588.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090588/ERR3090588.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090588/mirs_076_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090588/mirs_076_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090588	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090588			mirs_076	classifiedReads
