study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_name	library_layout	library_source	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB21872	SAMEA104168611	ERS1827629	ERX2098343	ERR2039286	9606	Homo sapiens	Illumina HiSeq 2500	POP10_T2	SINGLE	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/006/ERR2039286/ERR2039286.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/006/ERR2039286/ERR2039286.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039286/mirs_307_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039286/mirs_307_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR203/006/ERR2039286	ftp.sra.ebi.ac.uk/vol1/err/ERR203/006/ERR2039286		
PRJEB21872	SAMEA104168612	ERS1827630	ERX2098344	ERR2039287	9606	Homo sapiens	Illumina HiSeq 2500	POP11_T1	SINGLE	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/007/ERR2039287/ERR2039287.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/007/ERR2039287/ERR2039287.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039287/mirs_309_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039287/mirs_309_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR203/007/ERR2039287	ftp.sra.ebi.ac.uk/vol1/err/ERR203/007/ERR2039287		
PRJEB21872	SAMEA104168613	ERS1827631	ERX2098345	ERR2039288	9606	Homo sapiens	Illumina HiSeq 2500	POP11_T2	SINGLE	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/008/ERR2039288/ERR2039288.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/008/ERR2039288/ERR2039288.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039288/mirs_310_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039288/mirs_310_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR203/008/ERR2039288	ftp.sra.ebi.ac.uk/vol1/err/ERR203/008/ERR2039288		
PRJEB21872	SAMEA104168614	ERS1827632	ERX2098346	ERR2039289	9606	Homo sapiens	Illumina HiSeq 2500	POP12_T0	SINGLE	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/009/ERR2039289/ERR2039289.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/009/ERR2039289/ERR2039289.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039289/mirs_311_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039289/mirs_311_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR203/009/ERR2039289	ftp.sra.ebi.ac.uk/vol1/err/ERR203/009/ERR2039289		
PRJEB21872	SAMEA104168615	ERS1827633	ERX2098347	ERR2039290	9606	Homo sapiens	Illumina HiSeq 2500	POP12_T1	SINGLE	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/000/ERR2039290/ERR2039290.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/000/ERR2039290/ERR2039290.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039290/mirs_312_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039290/mirs_312_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR203/000/ERR2039290	ftp.sra.ebi.ac.uk/vol1/err/ERR203/000/ERR2039290		
PRJEB21872	SAMEA104168616	ERS1827634	ERX2098348	ERR2039291	9606	Homo sapiens	Illumina HiSeq 2500	POP12_T2	SINGLE	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/001/ERR2039291/ERR2039291.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/001/ERR2039291/ERR2039291.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039291/mirs_313_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039291/mirs_313_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR203/001/ERR2039291	ftp.sra.ebi.ac.uk/vol1/err/ERR203/001/ERR2039291		
PRJEB21872	SAMEA104168617	ERS1827635	ERX2098349	ERR2039292	9606	Homo sapiens	Illumina HiSeq 2500	POP13_T0	SINGLE	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/002/ERR2039292/ERR2039292.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/002/ERR2039292/ERR2039292.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039292/mirs_314_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039292/mirs_314_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR203/002/ERR2039292	ftp.sra.ebi.ac.uk/vol1/err/ERR203/002/ERR2039292		
PRJEB21872	SAMEA104168618	ERS1827636	ERX2098350	ERR2039293	9606	Homo sapiens	Illumina HiSeq 2500	POP13_T1	SINGLE	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/003/ERR2039293/ERR2039293.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/003/ERR2039293/ERR2039293.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039293/mirs_315_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039293/mirs_315_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR203/003/ERR2039293	ftp.sra.ebi.ac.uk/vol1/err/ERR203/003/ERR2039293		
PRJEB21872	SAMEA104168619	ERS1827637	ERX2098351	ERR2039294	9606	Homo sapiens	Illumina HiSeq 2500	POP13_T2	SINGLE	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/004/ERR2039294/ERR2039294.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/004/ERR2039294/ERR2039294.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039294/mirs_316_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039294/mirs_316_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR203/004/ERR2039294	ftp.sra.ebi.ac.uk/vol1/err/ERR203/004/ERR2039294		
PRJEB21872	SAMEA104168620	ERS1827638	ERX2098352	ERR2039295	9606	Homo sapiens	Illumina HiSeq 2500	POP14_T2	SINGLE	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/005/ERR2039295/ERR2039295.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/005/ERR2039295/ERR2039295.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039295/mirs_319_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039295/mirs_319_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR203/005/ERR2039295	ftp.sra.ebi.ac.uk/vol1/err/ERR203/005/ERR2039295		
PRJEB21872	SAMEA104168621	ERS1827639	ERX2098353	ERR2039296	9606	Homo sapiens	Illumina HiSeq 2500	POP15_T2	SINGLE	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/006/ERR2039296/ERR2039296.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/006/ERR2039296/ERR2039296.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039296/mirs_322_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039296/mirs_322_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR203/006/ERR2039296	ftp.sra.ebi.ac.uk/vol1/err/ERR203/006/ERR2039296		
PRJEB21872	SAMEA104168622	ERS1827640	ERX2098354	ERR2039297	9606	Homo sapiens	Illumina HiSeq 2500	POP16_T0	SINGLE	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/007/ERR2039297/ERR2039297.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/007/ERR2039297/ERR2039297.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039297/mirs_323_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039297/mirs_323_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR203/007/ERR2039297	ftp.sra.ebi.ac.uk/vol1/err/ERR203/007/ERR2039297		
PRJEB21872	SAMEA104168623	ERS1827641	ERX2098355	ERR2039298	9606	Homo sapiens	Illumina HiSeq 2500	POP16_T1	SINGLE	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/008/ERR2039298/ERR2039298.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/008/ERR2039298/ERR2039298.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039298/mirs_324_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039298/mirs_324_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR203/008/ERR2039298	ftp.sra.ebi.ac.uk/vol1/err/ERR203/008/ERR2039298		
PRJEB21872	SAMEA104168624	ERS1827642	ERX2098356	ERR2039299	9606	Homo sapiens	Illumina HiSeq 2500	POP16_T2	SINGLE	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/009/ERR2039299/ERR2039299.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/009/ERR2039299/ERR2039299.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039299/mirs_325_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039299/mirs_325_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR203/009/ERR2039299	ftp.sra.ebi.ac.uk/vol1/err/ERR203/009/ERR2039299		
PRJEB21872	SAMEA104168625	ERS1827643	ERX2098357	ERR2039300	9606	Homo sapiens	Illumina HiSeq 2500	POP17_T1	SINGLE	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/000/ERR2039300/ERR2039300.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/000/ERR2039300/ERR2039300.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039300/mirs_327_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039300/mirs_327_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR203/000/ERR2039300	ftp.sra.ebi.ac.uk/vol1/err/ERR203/000/ERR2039300		
PRJEB21872	SAMEA104168626	ERS1827644	ERX2098358	ERR2039301	9606	Homo sapiens	Illumina HiSeq 2500	POP17_T2	SINGLE	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/001/ERR2039301/ERR2039301.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR203/001/ERR2039301/ERR2039301.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039301/mirs_328_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039301/mirs_328_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR203/001/ERR2039301	ftp.sra.ebi.ac.uk/vol1/err/ERR203/001/ERR2039301		
PRJEB21872	SAMEA104188612	ERS1847630	ERX2119034	ERR2059977	9606	Homo sapiens	Illumina HiSeq 2000	unspecified	PAIRED	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/007/ERR2059977/ERR2059977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/007/ERR2059977/ERR2059977_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/007/ERR2059977/ERR2059977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/007/ERR2059977/ERR2059977_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059977/chg_17_br1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059977/chg_17_br1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059977/chg_17_br1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059977/chg_17_br1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR205/007/ERR2059977	ftp.sra.ebi.ac.uk/vol1/err/ERR205/007/ERR2059977		
PRJEB21872	SAMEA104188613	ERS1847631	ERX2119035	ERR2059978	9606	Homo sapiens	Illumina HiSeq 2000	unspecified	PAIRED	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/008/ERR2059978/ERR2059978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/008/ERR2059978/ERR2059978_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/008/ERR2059978/ERR2059978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/008/ERR2059978/ERR2059978_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059978/chg_17_br2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059978/chg_17_br2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059978/chg_17_br2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059978/chg_17_br2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR205/008/ERR2059978	ftp.sra.ebi.ac.uk/vol1/err/ERR205/008/ERR2059978		
PRJEB21872	SAMEA104188614	ERS1847632	ERX2119036	ERR2059979	9606	Homo sapiens	Illumina HiSeq 2000	unspecified	PAIRED	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/009/ERR2059979/ERR2059979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/009/ERR2059979/ERR2059979_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/009/ERR2059979/ERR2059979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/009/ERR2059979/ERR2059979_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059979/chg_18_br1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059979/chg_18_br1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059979/chg_18_br1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059979/chg_18_br1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR205/009/ERR2059979	ftp.sra.ebi.ac.uk/vol1/err/ERR205/009/ERR2059979		
PRJEB21872	SAMEA104188615	ERS1847633	ERX2119037	ERR2059980	9606	Homo sapiens	Illumina HiSeq 2000	unspecified	PAIRED	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/000/ERR2059980/ERR2059980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/000/ERR2059980/ERR2059980_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/000/ERR2059980/ERR2059980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/000/ERR2059980/ERR2059980_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059980/chg_18_br2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059980/chg_18_br2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059980/chg_18_br2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059980/chg_18_br2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR205/000/ERR2059980	ftp.sra.ebi.ac.uk/vol1/err/ERR205/000/ERR2059980		
PRJEB21872	SAMEA104188616	ERS1847634	ERX2119038	ERR2059981	9606	Homo sapiens	Illumina HiSeq 2000	unspecified	PAIRED	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/001/ERR2059981/ERR2059981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/001/ERR2059981/ERR2059981_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/001/ERR2059981/ERR2059981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/001/ERR2059981/ERR2059981_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059981/chg_19_br1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059981/chg_19_br1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059981/chg_19_br1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059981/chg_19_br1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR205/001/ERR2059981	ftp.sra.ebi.ac.uk/vol1/err/ERR205/001/ERR2059981		
PRJEB21872	SAMEA104188617	ERS1847635	ERX2119039	ERR2059982	9606	Homo sapiens	Illumina HiSeq 2000	unspecified	PAIRED	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/002/ERR2059982/ERR2059982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/002/ERR2059982/ERR2059982_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/002/ERR2059982/ERR2059982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/002/ERR2059982/ERR2059982_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059982/chg_19_br2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059982/chg_19_br2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059982/chg_19_br2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059982/chg_19_br2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR205/002/ERR2059982	ftp.sra.ebi.ac.uk/vol1/err/ERR205/002/ERR2059982		
PRJEB21872	SAMEA104188618	ERS1847636	ERX2119040	ERR2059983	9606	Homo sapiens	Illumina HiSeq 2000	unspecified	PAIRED	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/003/ERR2059983/ERR2059983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/003/ERR2059983/ERR2059983_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/003/ERR2059983/ERR2059983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/003/ERR2059983/ERR2059983_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059983/chg_20_br1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059983/chg_20_br1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059983/chg_20_br1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059983/chg_20_br1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR205/003/ERR2059983	ftp.sra.ebi.ac.uk/vol1/err/ERR205/003/ERR2059983		
PRJEB21872	SAMEA104188619	ERS1847637	ERX2119041	ERR2059984	9606	Homo sapiens	Illumina HiSeq 2000	unspecified	PAIRED	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/004/ERR2059984/ERR2059984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/004/ERR2059984/ERR2059984_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/004/ERR2059984/ERR2059984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/004/ERR2059984/ERR2059984_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059984/chg_20_br2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059984/chg_20_br2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059984/chg_20_br2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059984/chg_20_br2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR205/004/ERR2059984	ftp.sra.ebi.ac.uk/vol1/err/ERR205/004/ERR2059984		
PRJEB21872	SAMEA104188620	ERS1847638	ERX2119042	ERR2059985	9606	Homo sapiens	Illumina HiSeq 2000	unspecified	PAIRED	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/005/ERR2059985/ERR2059985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/005/ERR2059985/ERR2059985_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/005/ERR2059985/ERR2059985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/005/ERR2059985/ERR2059985_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059985/chg_21_br1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059985/chg_21_br1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059985/chg_21_br1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059985/chg_21_br1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR205/005/ERR2059985	ftp.sra.ebi.ac.uk/vol1/err/ERR205/005/ERR2059985		
PRJEB21872	SAMEA104188621	ERS1847639	ERX2119043	ERR2059986	9606	Homo sapiens	Illumina HiSeq 2000	unspecified	PAIRED	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/006/ERR2059986/ERR2059986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/006/ERR2059986/ERR2059986_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/006/ERR2059986/ERR2059986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/006/ERR2059986/ERR2059986_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059986/chg_21_br2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059986/chg_21_br2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059986/chg_21_br2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059986/chg_21_br2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR205/006/ERR2059986	ftp.sra.ebi.ac.uk/vol1/err/ERR205/006/ERR2059986		
PRJEB21872	SAMEA104188622	ERS1847640	ERX2119044	ERR2059987	9606	Homo sapiens	Illumina HiSeq 2000	unspecified	PAIRED	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/007/ERR2059987/ERR2059987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/007/ERR2059987/ERR2059987_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/007/ERR2059987/ERR2059987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/007/ERR2059987/ERR2059987_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059987/chg_22_br1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059987/chg_22_br1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059987/chg_22_br1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059987/chg_22_br1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR205/007/ERR2059987	ftp.sra.ebi.ac.uk/vol1/err/ERR205/007/ERR2059987		
PRJEB21872	SAMEA104188623	ERS1847641	ERX2119045	ERR2059988	9606	Homo sapiens	Illumina HiSeq 2000	unspecified	PAIRED	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/008/ERR2059988/ERR2059988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/008/ERR2059988/ERR2059988_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/008/ERR2059988/ERR2059988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/008/ERR2059988/ERR2059988_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059988/chg_22_br2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059988/chg_22_br2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059988/chg_22_br2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059988/chg_22_br2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR205/008/ERR2059988	ftp.sra.ebi.ac.uk/vol1/err/ERR205/008/ERR2059988		
PRJEB21872	SAMEA104188624	ERS1847642	ERX2119046	ERR2059989	9606	Homo sapiens	Illumina HiSeq 2000	unspecified	PAIRED	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/009/ERR2059989/ERR2059989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/009/ERR2059989/ERR2059989_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/009/ERR2059989/ERR2059989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/009/ERR2059989/ERR2059989_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059989/chg_23_br1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059989/chg_23_br1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059989/chg_23_br1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR2059989/chg_23_br1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR205/009/ERR2059989	ftp.sra.ebi.ac.uk/vol1/err/ERR205/009/ERR2059989		
