study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_name	library_layout	library_strategy	library_source	read_count	experiment_title	study_title	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy	sample_alias	sample_title
PRJEB13247	SAMEA3914087	ERS1101221	ERX1417633	ERR1346063	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	11152	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346063/ERR1346063.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346063/ERR1346063.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346063/POP7_T2_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346063/POP7_T2_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/003/ERR1346063	ftp.sra.ebi.ac.uk/vol1/err/ERR134/003/ERR1346063			POP7-T2	post surgery Control
PRJEB13247	SAMEA3914111	ERS1101245	ERX1417634	ERR1346064	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	8284	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346064/ERR1346064.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346064/ERR1346064.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346064/S10_T0_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346064/S10_T0_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/004/ERR1346064	ftp.sra.ebi.ac.uk/vol1/err/ERR134/004/ERR1346064			S10-T0	septic patient
PRJEB13247	SAMEA3914061	ERS1101195	ERX1417635	ERR1346065	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	11345	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346065/ERR1346065.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346065/ERR1346065.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346065/S10_T1_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346065/S10_T1_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/005/ERR1346065	ftp.sra.ebi.ac.uk/vol1/err/ERR134/005/ERR1346065			S10-T1	septic patient
PRJEB13247	SAMEA3914062	ERS1101196	ERX1417636	ERR1346066	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	4557	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346066/ERR1346066.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346066/ERR1346066.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346066/S10_T2_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346066/S10_T2_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/006/ERR1346066	ftp.sra.ebi.ac.uk/vol1/err/ERR134/006/ERR1346066			S10-T2	septic patient
PRJEB13247	SAMEA3914063	ERS1101197	ERX1417637	ERR1346067	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	5621	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346067/ERR1346067.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346067/ERR1346067.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346067/S10_T3_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346067/S10_T3_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/007/ERR1346067	ftp.sra.ebi.ac.uk/vol1/err/ERR134/007/ERR1346067			S10-T3	septic patient
PRJEB13247	SAMEA3914064	ERS1101198	ERX1417638	ERR1346068	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	2442	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346068/ERR1346068.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346068/ERR1346068.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346068/S10_T4_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346068/S10_T4_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/008/ERR1346068	ftp.sra.ebi.ac.uk/vol1/err/ERR134/008/ERR1346068			S10-T4	septic patient
PRJEB13247	SAMEA3914065	ERS1101199	ERX1417639	ERR1346069	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	5306	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346069/ERR1346069.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346069/ERR1346069.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346069/S10_T5_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346069/S10_T5_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/009/ERR1346069	ftp.sra.ebi.ac.uk/vol1/err/ERR134/009/ERR1346069			S10-T5	septic patient
PRJEB13247	SAMEA3914093	ERS1101227	ERX1417640	ERR1346070	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	76419	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346070/ERR1346070.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346070/ERR1346070.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346070/S11_T0_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346070/S11_T0_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/000/ERR1346070	ftp.sra.ebi.ac.uk/vol1/err/ERR134/000/ERR1346070			S11-T0	septic patient
PRJEB13247	SAMEA3914096	ERS1101230	ERX1417641	ERR1346071	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	14205	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346071/ERR1346071.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346071/ERR1346071.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346071/S11_T1_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346071/S11_T1_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/001/ERR1346071	ftp.sra.ebi.ac.uk/vol1/err/ERR134/001/ERR1346071			S11-T1	septic patient
PRJEB13247	SAMEA3914097	ERS1101231	ERX1417642	ERR1346072	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	6760	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346072/ERR1346072.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346072/ERR1346072.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346072/S11_T2_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346072/S11_T2_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/002/ERR1346072	ftp.sra.ebi.ac.uk/vol1/err/ERR134/002/ERR1346072			S11-T2	septic patient
PRJEB13247	SAMEA3914098	ERS1101232	ERX1417643	ERR1346073	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	10190	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346073/ERR1346073.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346073/ERR1346073.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346073/S11_T3_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346073/S11_T3_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/003/ERR1346073	ftp.sra.ebi.ac.uk/vol1/err/ERR134/003/ERR1346073			S11-T3	septic patient
PRJEB13247	SAMEA3914099	ERS1101233	ERX1417644	ERR1346074	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	6805	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346074/ERR1346074.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346074/ERR1346074.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346074/S11_T4_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346074/S11_T4_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/004/ERR1346074	ftp.sra.ebi.ac.uk/vol1/err/ERR134/004/ERR1346074			S11-T4	septic patient
PRJEB13247	SAMEA3914100	ERS1101234	ERX1417645	ERR1346075	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	6346	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346075/ERR1346075.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346075/ERR1346075.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346075/S11_T5_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346075/S11_T5_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/005/ERR1346075	ftp.sra.ebi.ac.uk/vol1/err/ERR134/005/ERR1346075			S11-T5	septic patient
PRJEB13247	SAMEA3914101	ERS1101235	ERX1417646	ERR1346076	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	14548	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346076/ERR1346076.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346076/ERR1346076.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346076/S12_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346076/S12_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/006/ERR1346076	ftp.sra.ebi.ac.uk/vol1/err/ERR134/006/ERR1346076			S12	septic patient
PRJEB13247	SAMEA3914112	ERS1101246	ERX1417647	ERR1346077	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	16632	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346077/ERR1346077.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346077/ERR1346077.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346077/S19_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346077/S19_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/007/ERR1346077	ftp.sra.ebi.ac.uk/vol1/err/ERR134/007/ERR1346077			S19	septic patient
PRJEB13247	SAMEA3914102	ERS1101236	ERX1417648	ERR1346078	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	10620	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346078/ERR1346078.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346078/ERR1346078.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346078/S23_T0_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346078/S23_T0_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/008/ERR1346078	ftp.sra.ebi.ac.uk/vol1/err/ERR134/008/ERR1346078			S23-T0	septic patient
PRJEB13247	SAMEA3914066	ERS1101200	ERX1417649	ERR1346079	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	2567	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346079/ERR1346079.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346079/ERR1346079.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346079/S23_T1_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346079/S23_T1_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/009/ERR1346079	ftp.sra.ebi.ac.uk/vol1/err/ERR134/009/ERR1346079			S23-T1	septic patient
PRJEB13247	SAMEA3914067	ERS1101201	ERX1417650	ERR1346080	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	6927	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346080/ERR1346080.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346080/ERR1346080.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346080/S23_T2_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346080/S23_T2_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/000/ERR1346080	ftp.sra.ebi.ac.uk/vol1/err/ERR134/000/ERR1346080			S23-T2	septic patient
PRJEB13247	SAMEA3914068	ERS1101202	ERX1417651	ERR1346081	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	7783	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346081/ERR1346081.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346081/ERR1346081.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346081/S23_T3_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346081/S23_T3_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/001/ERR1346081	ftp.sra.ebi.ac.uk/vol1/err/ERR134/001/ERR1346081			S23-T3	septic patient
PRJEB13247	SAMEA3914069	ERS1101203	ERX1417652	ERR1346082	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	6996	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346082/ERR1346082.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346082/ERR1346082.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346082/S23_T4_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346082/S23_T4_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/002/ERR1346082	ftp.sra.ebi.ac.uk/vol1/err/ERR134/002/ERR1346082			S23-T4	septic patient
PRJEB13247	SAMEA3914103	ERS1101237	ERX1417653	ERR1346083	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	12857	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346083/ERR1346083.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346083/ERR1346083.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346083/S26_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346083/S26_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/003/ERR1346083	ftp.sra.ebi.ac.uk/vol1/err/ERR134/003/ERR1346083			S26	septic patient
PRJEB13247	SAMEA3914104	ERS1101238	ERX1417654	ERR1346084	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	12757	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346084/ERR1346084.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346084/ERR1346084.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346084/S28_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346084/S28_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/004/ERR1346084	ftp.sra.ebi.ac.uk/vol1/err/ERR134/004/ERR1346084			S28	septic patient
PRJEB13247	SAMEA3914105	ERS1101239	ERX1417655	ERR1346085	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	14305	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346085/ERR1346085.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346085/ERR1346085.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346085/S32_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346085/S32_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/005/ERR1346085	ftp.sra.ebi.ac.uk/vol1/err/ERR134/005/ERR1346085			S32	septic patient
PRJEB13247	SAMEA3914106	ERS1101240	ERX1417656	ERR1346086	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	15011	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346086/ERR1346086.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346086/ERR1346086.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346086/S48_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346086/S48_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/006/ERR1346086	ftp.sra.ebi.ac.uk/vol1/err/ERR134/006/ERR1346086			S48	septic patient
PRJEB13247	SAMEA3914107	ERS1101241	ERX1417657	ERR1346087	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	7727	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346087/ERR1346087.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346087/ERR1346087.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346087/S51_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346087/S51_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/007/ERR1346087	ftp.sra.ebi.ac.uk/vol1/err/ERR134/007/ERR1346087			S51	septic patient
PRJEB13247	SAMEA3914108	ERS1101242	ERX1417658	ERR1346088	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	15075	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346088/ERR1346088.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346088/ERR1346088.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346088/S60_T0_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346088/S60_T0_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/008/ERR1346088	ftp.sra.ebi.ac.uk/vol1/err/ERR134/008/ERR1346088			S60-T0	septic patient
PRJEB13247	SAMEA3914070	ERS1101204	ERX1417659	ERR1346089	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	8261	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346089/ERR1346089.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346089/ERR1346089.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346089/S60_T1_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346089/S60_T1_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/009/ERR1346089	ftp.sra.ebi.ac.uk/vol1/err/ERR134/009/ERR1346089			S60-T1	septic patient
PRJEB13247	SAMEA3914071	ERS1101205	ERX1417660	ERR1346090	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	11895	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346090/ERR1346090.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346090/ERR1346090.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346090/S60_T2_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346090/S60_T2_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/000/ERR1346090	ftp.sra.ebi.ac.uk/vol1/err/ERR134/000/ERR1346090			S60-T2	septic patient
PRJEB13247	SAMEA3914072	ERS1101206	ERX1417661	ERR1346091	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	6676	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346091/ERR1346091.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346091/ERR1346091.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346091/S60_T3_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346091/S60_T3_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/001/ERR1346091	ftp.sra.ebi.ac.uk/vol1/err/ERR134/001/ERR1346091			S60-T3	septic patient
PRJEB13247	SAMEA3914073	ERS1101207	ERX1417662	ERR1346092	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	5575	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346092/ERR1346092.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346092/ERR1346092.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346092/S60_T4_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346092/S60_T4_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/002/ERR1346092	ftp.sra.ebi.ac.uk/vol1/err/ERR134/002/ERR1346092			S60-T4	septic patient
PRJEB13247	SAMEA3914074	ERS1101208	ERX1417663	ERR1346093	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	7047	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346093/ERR1346093.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346093/ERR1346093.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346093/S60_T5_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346093/S60_T5_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/003/ERR1346093	ftp.sra.ebi.ac.uk/vol1/err/ERR134/003/ERR1346093			S60-T5	septic patient
PRJEB13247	SAMEA3914075	ERS1101209	ERX1417664	ERR1346094	9606	Homo sapiens	Illumina HiSeq 2500	unspecified	SINGLE	WGS	METAGENOMIC	6539	Illumina HiSeq 2500 sequencing	Next-generation diagnosis of bacteremia in septic patients	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346094/ERR1346094.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346094/ERR1346094.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346094/S60_T6_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346094/S60_T6_classified.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/004/ERR1346094	ftp.sra.ebi.ac.uk/vol1/err/ERR134/004/ERR1346094			S60-T6	septic patient
